,CURRÍCULO,CITAÇÕES,AUTORES,TÍTULO,REVISTA,LOCAL,VOLUME,PÁGINAS,ANO_PUB,DOI
2785,Paulo Marcos Zech Coelho,   8,"['LAMBERTUCCI, JR', 'RAYES, AAM', 'SERUFO, JC', 'GERSPACHER-LARA, R', 'BRASILEIRO-FILHO, G', 'TEIXEIRA, R', 'ANTUNES, CMF', 'GOES, AM', 'COELHO, PMZ']",Schistosomiasis and associated infections,Memórias do Instituto Oswaldo Cruz (Impresso),,93,135-139,1998,
2786,Paulo Marcos Zech Coelho,  26,"['CARVALHO, W. S.', 'LOPES, C. T.', 'JULIANO, L.', 'COELHO, P. M. Z.', 'CUNHA-MELO, J. R.', 'BERALDO, W. T.', 'PESQUERO, J. L.']",Purification and partial characterization of kininogenase activity from Schistosoma mansoni adult worms,Parasitology (London Print),,117,311-319,1998,
2787,Paulo Marcos Zech Coelho, 117,"['COELHO, P.M.Z', 'SILVA, F. C. L.', 'NOGUEIRA-MACHADO, J. A.']",Resistance to Oxamniquine of Schistosoma mansoni Strain Isolated from Patient Submitted to Repeated Treatments,Revista do Instituto de Medicina Tropical de São Paulo, SÃO PAULO/SP,"39, n.2",101-106,1997,
2788,Paulo Marcos Zech Coelho,   8,"['BEZERRA, F. S. M.', 'NOGUEIRA-MACHADO, J. A.', 'CHAVES, M. M.', 'MARTINS, R. L.', 'COELHO, P.M.Z']",Quantification of the Population and Phagocytary Activity of Hemocytes of Resistant and Susceptible Strains of Biomphalaria glabrata and Biomphalaria tenagophila Infected with Schistosoma mansoni,Revista do Instituto de Medicina Tropical de São Paulo, SÃO PAULO/SP,39,197-201,1997,
2789,Paulo Marcos Zech Coelho,  70,"['LINARDI, P. M.', 'COELHO, P.M.Z', 'COSTA, H. M. A.']",The Impact Factor as a Criterion for the Quality of Scientific Production is a Relative not Absolute Measure,Brazilian Journal of Medical and Biological Research,RIBEIRÃO PRETO,29,555-561,1996,
2790,Paulo Marcos Zech Coelho,  49,"['COELHO, P.M.Z', 'TEIXEIRA, R.', 'FERREIRA, M. D.', 'BRASILEIRO FILHO, G.', 'AZEVEDO JÚNIOR, G. M.', 'LAMBERTUCCI, J. R.']",Pyogenic liver abscesses and acute schistosomiasis mansoni: report on 3 cases and experimental study,Transactions of the Royal Society of Tropical Medicine and Hygiene,INGLATERRA/REINO UNIDO,90,280-283,1996,
2791,Paulo Marcos Zech Coelho,  10,"['COELHO, P.M.Z', 'TOPPA, N. H.', 'MELLO, R. T.', 'FELDMANN, J. S.', 'GONÇALVES, R.']",Schistosoma mansoni: Exarcebation of Inflammatory Granulomatous Response in Mice Chronically Infected and Submitted to Reinfection,Revista do Instituto de Medicina Tropical de São Paulo, SÃO PAULO/SP,38,303-305,1996,
2792,Paulo Marcos Zech Coelho,  28,"['COELHO, P.M.Z', 'TOPPA, N. H.', 'FELDMANN, J. S.', 'GONÇALVES, R.', 'MELLO, R. T.']",Schistosoma mansoni: Permanence of modulation of the granulomatous inflammatory response in mice cured in the chronic phase,International Journal for Parasitology,AUSTRÁLIA,"26, n.12",1393-1395,1996,
2793,Paulo Marcos Zech Coelho,  20,"['TONELLI, S. M. A. F.', 'BRASILEIRO FILHO, G.', 'GOULART, E. M. A.', 'COELHO, P.M.Z']",Changes in Pentobarbital Induced Sleeping-Time in Mice Infected with 'Schistosoma mansoni' and Immunosuppressed,Revista do Instituto de Medicina Tropical de São Paulo,SÃO PAULO/SP,"37, n.2",149-153,1995,
2794,Paulo Marcos Zech Coelho,  20,"['COELHO, P.M.Z', 'MELLO, R. T.', 'POLLOM, T. E. V.']",Schistosoma mansoni: Reinfections and Concomitant Immunity in Mice,Memórias do Instituto Oswaldo Cruz, RIO DE JANEIRO/RJ,"90, n.4",507-509,1995,
2795,Paulo Marcos Zech Coelho, 114,"['PEREIRA, L. H.', 'COELHO, P.M.Z', 'COSTA, J. O.', 'MELLO, R. T.']","Activity of 9-Acridanone-Hydrazone Drugs Detected at the Pre-Postural Phase, in the Experimental Schistosomiasis mansoni",Memórias do Instituto Oswaldo Cruz,RIO DE JANEIRO/RJ,"90, n.3",425-428,1995,
2796,Paulo Marcos Zech Coelho, 119,"['COELHO, P.M.Z', 'PEREIRA, L. H.', 'MELLO, R. T.']",Antischistosomal Activity of Acridanone-Hydrazones in 'Cebus' Monkeys Experimentally Infected with the Sj Strain of Schistosoma mansoni,Revista da Sociedade Brasileira de Medicina Tropical, UBERABA/MG,"28, n.3",179-183,1995,
2797,Paulo Marcos Zech Coelho, 151,"['ROCHA, R. L.', 'PEDROSO, E. R. P.', 'COLOSIMO, E. A.', 'COELHO, P.M.Z']",Egg Excretion in the Initial Phase of Experimental Murine Schitosomiasis mansoni: Stability and Association with Worm Burden,Revista do Instituto de Medicina Tropical de São Paulo,SÃO PAULO/SP,"37, n.4",325-329,1995,
2798,Paulo Marcos Zech Coelho,  43,"['TONELLI, S. M. A. F.', 'GOULART, E. M. A.', 'COELHO, P.M.Z']",Lethal Effect of Oxamniquine and Praziquantel on Mice Experimentally Infected with Schistosoma mansoni,Revista do Instituto de Medicina Tropical de São Paulo, SÃO PAULO/SP,"37, n.4",361-363,1995,
2799,Paulo Marcos Zech Coelho,  36,"['VIANA, G.', 'MAGALHÃES, V. M.', 'COELHO, P.M.Z', 'ALVES, H. J.', 'CUNHA-MELO, J. R.']",Neovascularização em Auto-Transplante de Baço em Camundongos,REV COL BRAS CIRURGIA,RIO DE JANEIRO/RJ,22,9-10,1995,
2800,Paulo Marcos Zech Coelho, 148,"['COELHO, P.M.Z', 'RASO, P.', 'MELLO, R. T.', 'TOPPA, N. H.']",Schistosoma mansoni in Mice: Modulation of Granulomatous Response after Reinfection and Chemotherapeutic Treatment,Revista da Sociedade Brasileira de Medicina Tropical, UBERABA/MG,"27, n.3",119-125,1994,
2801,Paulo Marcos Zech Coelho, 407,"['RASO, P.', 'COELHO, P.M.Z', 'TOPPA, N. H.', 'MELLO, R. T.']",Aspects of the Granulomatous Reaction in the Liver of Mice Infected and Reinfected with two Different Geographical Strains of Schistosoma mansoni,Revista da Sociedade Brasileira de Medicina Tropical, UBERABA/MG,"27, n.4",221-226,1994,
2802,Paulo Marcos Zech Coelho,  48,"['PENIDO, M. L. O.', 'NELSON, D. L.', 'VIEIRA, L. Q.', 'COELHO, P.M.Z']",Schistosomicidal Activity of Alkylaminooctanethiosulfuric Acids,Memórias do Instituto Oswaldo Cruz,RIO DE JANEIRO/RJ,"89, n.4",595-602,1994,
2803,Paulo Marcos Zech Coelho,  20,"['ROCHA, M. O. C.', 'COELHO, P.M.Z']",O Camundongo (MUS MUSCULUS) como Modelo Experimental na Esquistossomose mansoni,Revista Médica de Minas Gerais (Belo Horizonte),,"4, n.3",20-22,1994,
2804,Paulo Marcos Zech Coelho, 211,"['MODENA, C. M.', 'COELHO, P.M.Z', 'BARBOSA, F. S.', 'LIMA, W. S.']",Transmission of Schistosoma mansoni under experimental conditions using the bovine-Biomphalaria glabrata-bovine model,Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,"35, n.1",11-16,1993,
2805,Paulo Marcos Zech Coelho, 387,"['BEZERRA, F. S. M.', 'COELHO, P.M.Z', 'TAVARES, C. A. P.']",Schistosoma mansoni: Protective Immunity in Mice Cured by Chemotherapyat at the Chronic Phase of the Disease,Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,"35, n.4",337-344,1993,
2806,Paulo Marcos Zech Coelho, 153,"['COELHO, P.M.Z', 'MELLO, R. T.', 'GERKEN, S. E.']","Schistosoma mansoni: Evaluation of the Activity of Oxamnique on Schistosomules, at 24 Hours after Infection",Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,"35, n.6",557-561,1993,
2807,Paulo Marcos Zech Coelho,   7,"['CASTRO, L. P. F.', 'BAMBIRA, F. A.', 'COELHO, P.M.Z', 'SILVA, M.E.']",The effect of chronic ingestion of ethanol on modulation of granulomatous inflammation in experimental schistosomiasis in mice,Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,"35, n.5",391-394,1993,
2808,Paulo Marcos Zech Coelho,  51,"['COELHO, P.M.Z', 'MELLO, R. T.', 'GERKEN, S. E.']",Schistosoma mansoni: acquired immunity in mice after the use of oxamniquine at the evolutive skin and pulmonary phases,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP","33, n.1",28-31,1991,
2809,Paulo Marcos Zech Coelho,  94,"['COELHO, P.M.Z', 'PEREIRA, L. H.']",Schistosoma mansoni: preclinical studies with 9-Acridanone-Hydrazones in Cebus monkeys experimentally infected,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP","33, n.1",50-57,1991,
2810,Paulo Marcos Zech Coelho,  45,"['COELHO, P.M.Z', 'TAVARES, C. A. P.']",ELISA detection of specific circulating antibodies against Schistosoma mansoni in mice after treatment with Oxamniquine,Brazilian Journal of Medical and Biological Research (Impresso),,24,485-493,1991,
2811,Paulo Marcos Zech Coelho,  22,"['MODENA, C. M.', 'COELHO, P.M.Z', 'LIMA, W. S.', 'BARBOSA, F. S.']",Aspectos Epidemiológicos da Esquistossomose mansoni em Bovinos,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,,"43, n.6",481-488,1991,
2812,Paulo Marcos Zech Coelho,  39,"['COELHO, P.M.Z', 'LIMA, W. S.', 'MODENA, C. M.']",Ação da Oxamniquina (Mansil) em Bezerros com Esquistossomose Mansoni Experimental,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,,"42, n.1",7-12,1990,
2813,Paulo Marcos Zech Coelho,  22,"['LAMBERTUCCI, J. R.', 'TEIXEIRA, R.', 'NAVARRO, M. M. M.', 'COELHO, P.M.Z', 'FERREIRA, M. D.']",Liver Abscess and Schistosomiasis: A New Association,Revista da Sociedade Brasileira de Medicina Tropical (Impresso),,23,239-240,1990,
2814,Paulo Marcos Zech Coelho,  50,"['CARDOSO, G. S.', 'COELHO, P.M.Z']","Schistosoma mansoni: aspectos quantitativos da fertilidade e sobrevida de vermes oriundos de cercárias irradiadas com krad, em camundongos",Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",32,28-35,1990,
2815,Paulo Marcos Zech Coelho,  74,"['COELHO, P.M.Z', 'MELLO, R. T.', 'TAVARES, C. A. P.']",Schistosoma mansoni: acquired resistance in mice by implantation of young irradia ted worms into the portal system,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",31,14-17,1989,
2816,Paulo Marcos Zech Coelho,  16,"['COELHO, P.M.Z', 'RASO, P.', 'MELLO, R. T.', 'TOPPA, N. H.']","Dimensões do granuloma hepático produzido por ovos de duas linhagens geográficas do Schistosoma mansoni, no camundongo",Memórias do Instituto Oswaldo Cruz," Rio de Janeiro, RJ",84,213-217,1989,
2817,Paulo Marcos Zech Coelho, 125,"['CARDOSO, G. S.', 'COELHO, P.M.Z']","Schistosoma mansoni: aspectos quantitativos da evolução de cercárias irradiadas a nível da pele, pulmões e sistema porta, em camundongos",Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",31,313-321,1989,
2818,Paulo Marcos Zech Coelho,  15,"['COELHO, P.M.Z', 'LIMA, W. S.', 'NOGUEIRA, R.H.G.']",Schistosoma mansoni: on the possibility of Indian buffalo (Bubalus bubalis) being experimentally infected,Revista da Sociedade Brasileira de Medicina Tropical (Impresso),,"22, n.3",157-158,1989,
2819,Paulo Marcos Zech Coelho,  46,"['CARDOSO, G. S.', 'COELHO, P.M.Z']","Schistosoma mansoni: evolução de vermes oriundos de cercárias irradiadas a nível de sistema porta, no camundongo",Revista da Sociedade Brasileira de Medicina Tropical (Impresso),,"22, n.4",199-210,1989,
2820,Paulo Marcos Zech Coelho,  50,"['COELHO, P.M.Z', 'KATZ, N.', 'ROCHA, M.O.', 'SOUZA, C.P.', 'MELLO, R. T.']",Schistosoma mansoni: Infected snails as a tool to screen antischistosomal drugs,International Journal for Parasitology,,18,167-170,1988,
2821,Paulo Marcos Zech Coelho,  44,"['OLIVEIRA, L.A.', 'CHAMONE, M.', 'MARQUES, C.C.A.', 'NASCIMENTO, B.C.', 'COELHO, P.M.Z']",Antibodies reactivity in human Schistosoma mansoni disease: detection and functional activity,Annals of Tropical Medicine and Parasitology,,82,591-595,1988,
2822,Paulo Marcos Zech Coelho,  32,"['COELHO, P.M.Z', 'GERKEN, S. E.', 'TAVARES, C. A. P.']",Schistosoma mansoni: implante de vermes na cavidade peritoneal visando imunoproteção,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",29,361-366,1987,
2823,Paulo Marcos Zech Coelho, 139,"['GRECO, D.B.', 'PEDROSO, E. R. P.', 'LAMBERTUCCI, J. R.', 'ROCHA, M. O. C.', 'COELHO, P.M.Z', 'RASO, P.', 'FERREIRA, C.S.']",Pulmonary involvement in Schistosomiasis mansoni,Memórias do Instituto Oswaldo Cruz," Rio de Janeiro, RJ",82,221-227,1987,
2824,Paulo Marcos Zech Coelho,   4,"['COELHO, P.M.Z', 'GERKEN, S. E.', 'FREITAS, J.R.']","Avaliação de populações de planorbídeos, em habitats naturais, pelo método de perfuração da concha","Revista do Instituto de Medicina Tropical de São Paulo, São Paulo",SP,28,74-79,1986,
2825,Paulo Marcos Zech Coelho,  10,"['MONGE, E.', 'COELHO, P.M.Z', 'TAVARES, C. A. P.']",Estudios inmunologicos en hamsters (Cricetus auratus) infectados con Schistosoma mansoni,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",28,239-245,1986,
2826,Paulo Marcos Zech Coelho,   2,"['PEREIRA, F.E.L.', 'RASO, P.', 'COELHO, P.M.Z']",Evolution of sarcoma 180 (Ascitic tumor) in mice infected with Schistosoma mansoni,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",19,39-42,1986,
2827,Paulo Marcos Zech Coelho,   8,"['GENARO, O.', 'BRENER, Z.', 'COELHO, P.M.Z']",Schistosoma mansoni: immunodepression of hepatic schistosome granuloma formation in mice infected by Trypanosoma cruzi,"Revista da Sociedade Brasileira de Medicina Tropical, Brasília",DF,19,35-37,1986,
2828,Paulo Marcos Zech Coelho,   1,"['CUNHA-MELO, JOSÉ RENAN DA', 'COELHO, PAULO MARCOS Z.']",Schistosoma mansoni: effects of anesthetics and antimonial drugs on worm shift in the mouse,Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,28,267-270,1986,
2829,Paulo Marcos Zech Coelho,   6,"['ROCHA, M.O.', 'COELHO, P.M.Z', 'MELLO, R. T.']",Schistosoma mansoni: importance of skin and pulmonary phases to concomitant immunity in albino mice,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",27,86-88,1985,
2830,Paulo Marcos Zech Coelho,   4,"['COELHO, P.M.Z', 'BEZERRA, M.', 'VIEIRA, E.C.', 'PLEASANTS, J.R.', 'NICOLI, J.R.', 'BAMBIRRA, E.A.']",The Life Cycle of Schistosoma mansoni under Germ Free Conditions,The Journal of Parasitology,,71,519-520,1985,
2831,Paulo Marcos Zech Coelho,   3,"['TURCHETTI-MAIA, R.M.M.', 'BAMBIRRA, E.A.', 'COELHO, P.M.Z', 'SANTOS, T.M.', 'VIEIRA, E.C.']",The association of Schistosoma mansoni infection with deficiency of vitamin A in mice,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",25,215-222,1983,
2832,Paulo Marcos Zech Coelho,   3,"['RASO, P.', 'MELLO, R. T.', 'BRASILEIRO FILHO, G.', 'ROCHA, M.O.', 'COELHO, P.M.Z']",Lesões hepáticas provocadas pela injeção de ovos de Schistosoma mansoni na veia porta de camundongos sensibilizados e não sensibilizados,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",25,236-245,1983,
2833,Paulo Marcos Zech Coelho,   5,"['CHAMONE, M.', 'OLIVEIRA, L.A.', 'COELHO, P.M.Z', 'GAZZINELLI, G.', 'LIMA, A.O.', 'KATZ, N.']",Characterization of human heterophil hemnolysins induced by Schistosoma mansoni infection,Memórias do Instituto Oswaldo Cruz (Impresso),,78,257-267,1983,
2834,Paulo Marcos Zech Coelho,   1,"['COELHO, P.M.Z', 'NOGUEIRA, R.H.G.', 'LIMA, W. S.', 'CUNHA, M.C,']",Schistosoma mansoni: experimental bovine schistosomiasis,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",24,374-377,1982,
2835,Paulo Marcos Zech Coelho,   6,"['VALADARES, T. E.', 'COELHO, P.M.Z', 'PELLEGRINO, J.', 'SAMPAIO, I.B.M.']",Schistosoma mansoni: aspectos da oviposição da cepa LE em camundongos infectados com um casal de vermes,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",23,6-11,1981,
2836,Paulo Marcos Zech Coelho,   2,"['VALADARES, T. E.', 'COELHO, P.M.Z', 'PELLEGRINO, J.', 'SAMPAIO, I.B.M.']","Schistosoma manson: comparação da oviposição entre as cepas LE' (Belo Horizonte), SP (São Paulo) e ST (Libéria) em camundongos",Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",23,1-5,1981,
2837,Paulo Marcos Zech Coelho,  29,"['MONGE, E.', 'COELHO, P.M.Z', 'LIMA, W. S.', 'NOGUEIRA, R.H.G.']",Schistosoma mansoni: infecção experimental em suínos (Sus scrofa),"Arquivo Brasileiro de Medicina Veterinária e Zootecnia, Belo Horizonte",MG,33,467-470,1981,
2838,Paulo Marcos Zech Coelho,  10,"['LAMBERTUCCI, J. R.', 'PEDROSO, E. R. P.', 'SOUZA, D.W.C.', 'LIMA, D.P.', 'NEVES, J.', 'SALAZAR, H.M.', 'MARINHO, R.P.', 'ROCHA, M. O. C.', 'COELHO, P.M.Z', 'GRECO, D.B.']","Therapeutic efficacy of oral oxamniquine in the toxemic form of schistosomiasis mansoni: treatment of eleven individuals from two families, and experimental study",The American Journal of Tropical Medicine and Hygiene,,29,50-53,1980,
2839,Paulo Marcos Zech Coelho,   5,"['COELHO, P.M.Z', 'MAYRINK, W.', 'DIAS, M.', 'PEREIRA, L. H.']",Susceptibility to Leishmania mexicana of mice infected with Schistosoma mansoni,Transactions of the Royal Society of Tropical Medicine and Hygiene,,74,141,1980,
2840,Paulo Marcos Zech Coelho,  14,"['KOROLKOVAS, A.', 'COELHO, P.M.Z', 'ROCHA, M. O. C.', 'PEREIRA, L. H.', 'BARBOSA, M.A.']",Chemoprophylactic properties of oxamniquine embonate in experimental schistosomiasis,"Revista do Instituto de Medicina Tropical de São Paulo, São Paulo",SP,22,144-148,1980,
2841,Paulo Marcos Zech Coelho,   7,"['ROCHA, M.O.', 'COELHO, P.M.Z']",The importance of skin and pulmonary phase to the development of Schistosoma mansoni in albino mice,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",22,157-163,1980,
2842,Paulo Marcos Zech Coelho,  31,"['COELHO, P.M.Z', 'GAZZINELLI, G.', 'PELLEGRINO, J.']",Schistosoma mansoni: host antigen occurrence on worms recovered from laboratory vertebrate animals,Parasitology (London Print),,81,349-354,1980,
2843,Paulo Marcos Zech Coelho,  62,"['VALADARES, T. E.', 'COELHO, P. M. Z.', 'SAMPAIO, I.B.M.']",Schistosoma mansoni: aspectos da oviposição (distribuição de ovos nos intestinos e fígado de camundongos e eliminação destes ovos pelas fezes) das cepas LE e CA,Revista Brasileira de Malariologia e Doenças Tropicais,,32,53-59,1980,
2844,Paulo Marcos Zech Coelho,  15,"['COELHO, P.M.Z', 'DIAS, M.', 'MAYRINK, W.', 'MAGALHAES, P.A.', 'MELO, M.N.', 'COSTA, C.A. da']","Wild reservoirs of Schistosoma mansoni from Caratinga, an endemic schistosomiasis area of Minas Gerais State, Brazil",The American Journal of Tropical Medicine and Hygiene,,28,163-164,1979,
2845,Paulo Marcos Zech Coelho,   6,"['COELHO, P.M.Z', 'CUNHA-MELO, J. R.', 'PEREIRA, L. H.', 'NASCIMENTO, E.']",Transplantation of adult Schistosoma mansoni from mice to the portal system of Cebus monkeys immunized against the donor host,Transactions of the Royal Society of Tropical Medicine and Hygiene,,73,113-114,1979,
2846,Paulo Marcos Zech Coelho,   8,"['CORREA, M.C.R.', 'COELHO, P.M.Z', 'FREITAS, J.R.']","Susceptibilidade de linhagens de Biomphalaria tenagophila e Biomphalaria glabrata a duas cepas de Schistosoma mansoni (LE, Belo Horizonte, MG e SJ, São José dos Campos, SJ)",Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,21,72-76,1979,
2847,Paulo Marcos Zech Coelho,  13,"['SANTOS, M.B.L.', 'FREITAS, J.R.', 'CORREA, M.C.R.', 'COELHO, P.M.Z']","Suscetibilidade ao Schistosoma mansoni de hibridos de Biomphalaria tenagophila do Taim, RS, Cabo Frio, RJ e Belo Horizonte, MG",Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,21,281-286,1979,
2848,Paulo Marcos Zech Coelho,  10,"['PELLEGRINO, J. ']",Schistosoma mansoni: Wandering Capacity of a Worm Couple,The Journal of Parasitology,,64,181-182,1978,
2849,Paulo Marcos Zech Coelho,   4,"['PELLEGRINO, J.', 'COELHO, P.M.Z', 'SAMPAIO, I.B.M.']",Intradermal test with histamine in Schistosomiasis mansoni,The American Journal of Tropical Medicine and Hygiene,,27,363-364,1978,
2850,Paulo Marcos Zech Coelho,  13,"['BARBOSA, M.A.', 'PELLEGRINO, J.', 'COELHO, P.M.Z', 'SAMPAIO, I.B.M.']",Quantitative aspects of the migration and evolutive asynchronism of Schistosoma mansoni in mice,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",20,121-132,1978,
2851,Paulo Marcos Zech Coelho,   7,"['TAVARES, C. A. P.', 'SOARES, R.C.', 'COELHO, P.M.Z', 'GAZZINELLI, G.']",Schistosoma mansoni: evidence for a role of serum factors in protecting artificially transformed schistosomula against antibody-mediated killing 'in vitro',Parasitology (London Print),,77,225-233,1978,
2852,Paulo Marcos Zech Coelho,   7,"['CARLOS, M.A. ']",The Crowding Effect in Biomphalaria glabrata Affecting the Intramolluscan Schistosoma mansoni,The Journal of Parasitology,,64,1137-1138,1978,
2853,Paulo Marcos Zech Coelho,  14,"['COELHO, P.M.Z', 'FREIRE, A.C.T.', 'ARAUJO, F.G.', 'PELLEGRINO, J.', 'PEREIRA, L. H.']",Effect of Schistosoma mansoni infection on pentobarbital induced sleeping time in mice,The American Journal of Tropical Medicine and Hygiene,,26,186-187,1977,
2854,Paulo Marcos Zech Coelho,   5,"['ARAUJO, F.G.', 'COELHO, P.M.Z', 'PEREIRA, L. H.', 'PELLEGRINO, J.']",Schistosoma mansoni: impairment of the cell-mediated immune response in mice,Experimental Parasitology,,28,289-291,1977,
2855,Paulo Marcos Zech Coelho,   5,"['FIGUEIREDO, Y.P.', 'PELLEGRINO, J.', 'MELO, G.R.', 'COELHO, P.M.Z']",Biomphalaria glabrata: The Crowding Effect Related to Aquarium Water Components,The Journal of Parasitology,,63,284,1977,
2856,Paulo Marcos Zech Coelho,  46,"['COELHO, P.M.Z', 'COLLEY, D.G.', 'PELLEGRINO, J.', 'PEREIRA, L. H.']",Survival of Schistosomula (Schistosoma mansoni) Transferred from Hamsters to Mice Immunized against the Donor Host,The Journal of Parasitology,,62,159-161,1976,
2857,Paulo Marcos Zech Coelho,   7,"['PIMENTEL, F.', 'FERNANDES, N.', 'SHALL, V.T.', 'ROSELLI, A.', 'COELHO, P.M.Z']",Comportamento elementar do caramujo Biomphalaria glabrata. I. Disposição espacial da concha,Revista Brasileira de Pesquisas Médicas e Biológicas,,9,117-122,1976,
2858,Paulo Marcos Zech Coelho,  19,"['PIMENTEL, F.', 'FERNANDES, N.', 'SHALL, V.T.', 'ROSELLI, A.', 'COELHO, P.M.Z']",Comportamento elementar do caramujo Biomphalaria glabrata. II. Localização e tamanho da massa ceflopodal exposta.,Revista Brasileira de Pesquisas Médicas e Biológicas,,9,123-127,1976,
2859,Paulo Marcos Zech Coelho,  24,"['COELHO, P.M.Z', 'PELLEGRINO, J.', 'PEREIRA, L. H.', 'MELLO, R. T.']",Migration of schistosomula (Schistosoma mansoni) collected from hamsters and inoculated intraperitoneally in mice,Transactions of the Royal Society of Tropical Medicine and Hygiene,,70,161,1976,
2860,Paulo Marcos Zech Coelho,4435,"['COELHO, P.M.Z', 'SOUZA, R.C.A.', 'BREDT, A.', 'NETO, A.']",The crowding effect in Schistosoma mansoni infection of hamsters: influence on worm size,Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,18,440-442,1976,
2861,Paulo Marcos Zech Coelho,  14,"['COELHO, P.M.Z', 'DIAS, M.', 'MAYRINK, W.', 'MAGALHAES, P.A.', 'MELO, M.N.', 'COSTA, C.A. da']","Crab-eating Raccoon, Procyon cancrivorus nigripes (Mivart 1885) (Carnivora: Procyonidae) Naturally Infected with Schistosoma mansoni in Minas Gerais State, Brazil",The Journal of Parasitology,,62,748,1976,
2862,Paulo Marcos Zech Coelho,  19,"['COELHO, P.M.Z', 'BOSON, F.C.', 'GERKEN, S. E.']","Potencialidade de predação à Biomphalaria glabrata (Say, 1818), por duas espécies de quelônios sul americanos: Platemys spixii (Dumeril e Dibron, 1935) e Chrysemys (Trachemys) dorbignii (Dumeril e Dibron, 1935)",Ciência e Cultura,,27,301-303,1975,
2863,Paulo Marcos Zech Coelho,  15,"['COELHO, P.M.Z', 'GAZZINELLI, G.', 'PELLEGRINO, J.', 'PEREIRA, L. H.']","Aspects of the crowding effect in Biomphalaria glabrata (Say, 1818) evaluated by 59Fe uptake",Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",17,129-134,1975,
2864,Paulo Marcos Zech Coelho,  14,"['TONELLI, E.', 'LAGO, E.P.', 'SILVA, E.F.', 'COELHO, P.M.Z', 'GUIMARAES, M.P.']","Terapêutica da Ancilostomíase pelo 'Bitoscanato' (Jonit) em crianças abaixo de 5 anos, avaliação de cura pelos métodos quantitativos de kato e MacMaster",Revista da Associação Médica de Minas Gerais,,26,118-120,1975,
2865,Paulo Marcos Zech Coelho,  26,"['FREIRE, A.C.T.', 'ALMEIDA, A.P.', 'COELHO, P.M.Z', 'MELLO, R. T.', 'PEREIRA, L. H.', 'PELLEGRINO, J.', 'CASTRO, C.R.']",Chloramphenicol-Pentobarbital Interaction: Persistence of the Potentiation Effect,"Arquivo Brasileiro de Medicina Veterinária e Zootecnia, Belo Horizonte",MG,26,103-105,1974,
2866,Paulo Marcos Zech Coelho,  28,"['MELLO, R. T.', 'ALMEIDA, A.P.', 'COELHO, P.M.Z', 'PEREIRA, L. H.', 'CASTRO, C.R.', 'PELLEGRINO, J.']",Chloramphenicol pentobarbital interaction,"Arquivo Brasileiro de Medicina Veterinária e Zootecnia, Belo Horizonte",MG,26,243-244,1974,
2867,Paulo Marcos Zech Coelho,  12,"['COELHO, P.M.Z', 'FREIRE, A.C.T.', 'MELLO, R. T.', 'ALMEIDA, A.P.', 'PEREIRA, L. H.', 'PELLEGRINO, J.']",Some aspects of the chloramphenicol pentobarbital interaction in mice,"Arquivo Brasileiro de Medicina Veterinária e Zootecnia, Belo Horizonte",MG,26,245-249,1974,
2868,Paulo Marcos Zech Coelho,   6,"['PEREIRA, L. H.', 'PELLEGRINO, J.', 'POLLOM, T. E. V.', 'MELLO, R. T.', 'COELHO, P.M.Z']",A new approach for screening prophylactic agents in schistosomiasis,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",16,123-126,1974,
2869,Paulo Marcos Zech Coelho,  44,"['ANTUNES, C.M.F.', 'ANDRADE, R.M.', 'KATZ, N.', 'COELHO, P.M.Z', 'PELLEGRINO, J.']",Role of Nectomys squamipes squamipes in the epidemiology of Schistosoma mansoni infection,Annals of Tropical Medicine and Parasitology,,67,67-73,1973,
