DOI,TIPO,DATE,TITLE,ABSTRACT,INTERESSE,LINK_PDF
10.1007/978-3-319-46547-0_35,Chapter ConferencePaper,2016-09-23,Building and Exploring an Enterprise Knowledge Graph for Investment Analysis,"Full-fledged enterprise information can be a great weapon in investment analysis. However, enterprise information is scattered in different databases and websites. The information from a single source is incomplete and also suffers from noise. It is not an easy task to integrate and utilize information from diverse sources in real business scenarios. In this paper, we present an approach to build knowledge graphs (KGs) by exploiting semantic technologies to reconcile the data from diverse sources incrementally. We build a national-wide enterprise KG which incorporates information about 40,000,000 enterprises in China. We also provide querying about enterprises and data visualization capabilities as well as novel investment analysis scenarios, including finding an enterprise’s real controllers, innovative enterprise analysis, enterprise path discovery and so on. The KG and its applications are currently used by two securities companies in their investment banking and investment consulting businesses.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-319-46547-0_35.pdf?pdf=inline%20link
10.1007/978-3-319-47602-5_25,Chapter ConferencePaper,2016-10-20,Graph-Based Editing of Linked Data Mappings Using the RMLEditor,"Linked Data is in many cases generated from (semi-) structured data. This generation is supported by several tools, a number of which use a mapping language to facilitate the Linked Data generation. However, knowledge of this language and other used technologies is required to use the tools, limiting their adoption by non-Semantic Web experts. We demonstrate the rmle ditor: a graphical user interface that utilizes graphs to easily visualize the mappings that deliver the rdf representation of the original data. The required amount of knowledge of the underlying mapping language and the used technologies is kept to a minimum. The rmle ditor lowers the barriers to create Linked Data by aiming to also facilitate the editing of mappings by non-experts.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-319-47602-5_25.pdf?pdf=inline%20link
10.1007/978-3-319-20678-3_47,Chapter ConferencePaper,2015-07-18,Speech Enabled Ontology Graph Navigation and Editing,"Graphs are commonly used to represent multiple relations between many items. Ontology graphs implement the connections and constraints between levels of interdependence between nodes; the nodes themselves being the members of the data types. As part of a design-for-all approach, this paper reports on the use of speech for ontology graph navigation and editing. The graphs can be fully created by using voice commands only, essentially creating large and complex ontologies by speech. The formative usability evaluation and user involvement experimentation results revealed that the introduction of speech, greatly enhanced specific parts of the navigation and improved the speed of editing, especially for the trivial, yet time consuming tasks of editing large and complex graphs.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-319-20678-3_47.pdf?pdf=inline%20link
10.1007/978-3-319-25639-9_2,Chapter ConferencePaper,2016-01-09,Towards Scalable Visual Exploration of Very Large RDF Graphs,"In this paper, we outline our work on developing a disk-based infrastructure for efficient visualization and graph exploration operations over very large graphs. The proposed platform, called graphVizdb, is based on a novel technique for indexing and storing the graph. Particularly, the graph layout is indexed with a spatial data structure, i.e., an R-tree, and stored in a database. In runtime, user operations are translated into efficient spatial operations (i.e., window queries) in the backend.",Fora do Escopo,Fora do Escopo
10.1007/978-3-319-25007-6_36,Chapter ConferencePaper,2015-10-30,Explaining and Suggesting Relatedness in Knowledge Graphs,"Knowledge graphs (KGs) are a key ingredient for searching, browsing and knowledge discovery activities. Motivated by the need to harness knowledge available in a variety of KGs, we face the following two problems. First, given a pair of entities defined in some KG, find an explanation of their relatedness. We formalize the notion of relatedness explanation and introduce different criteria to build explanations based on information-theory, diversity and their combinations. Second, given a pair of entities, find other (pairs of) entities sharing a similar relatedness perspective. We describe an implementation of our ideas in a tool, called RECAP , which is based on RDF and SPARQL. We provide an evaluation of RECAP and a comparison with related systems on real-world data.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-319-25007-6_36.pdf
10.1007/978-3-319-23868-5_11,Chapter ConferencePaper,2015-11-15,Fuzzy Historical Graph Pattern Matching  A NoSQL Graph Database Approach for Fraud Ring Resolution,"Graphs have been studied and used for many years as they allow to represent in an efficient manner real data such as biological or social data. Graph databases have recently emerged within the NoSQL framework and are implemented in systems like Neo4J, OrientDB, etc. Recent works have shown that the management of history is crucial in such systems. In this paper, we show how such historical graph databases can be queried in order to retrieve fraud rings, also known as fraud cycles. Frauds are indeed often based on sophisticated chains of successive transactions (money, communications, etc.). We thus claim that the indirect link between fraudsters can be retrieved by considering historical NoSQL graph databases. We study how the model of historical NoSQL databases can be extended for better address this goal and we propose the associated queries that have been tested on a synthetical database.",Fora do Escopo,Fora do Escopo
10.1007/978-3-319-23868-5_13,Chapter ConferencePaper,2015-11-15,Exploiting RDF Open Data Using NoSQL Graph Databases,"RDF, or Resource Description Framework, is a well-established format for representing data. Based on the so-called RDF triples, it allows to represent data and properties over the data through the subject-predicate-object framework. By linking objects defined by unique identifiers, it is widely used for Open Data and Linked Open Data. On the other hand, relationships between objects are more and more managed through NoSQL graph databases which use the property graph model to structure information. Such databases provide indeed very efficient tools for handling huge volumes of complex data. They are especially powerful for retrieving relationships between objects (as for instance the famous friend of friend query). While many works have dealt with the transformation from various data formats to RDF, no work has addressed, as far as we know, the transformation from RDF to NoSQL graph databases. We thus consider this topic in this paper by proposing transformation rules and by testing our approach on real data.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-319-23868-5_13.pdf
10.1007/978-3-319-18491-3_10,Chapter ConferencePaper,2015-04-30,Predicting Quality of Crowdsourced Annotations Using Graph Kernels,"Annotations obtained by Cultural Heritage institutions from the crowd need to be automatically assessed for their quality. Machine learning using graph kernels is an effective technique to use structural information in datasets to make predictions. We employ the Weisfeiler-Lehman graph kernel for RDF to make predictions about the quality of crowdsourced annotations in Steve.museum dataset, which is modelled and enriched as RDF. Our results indicate that we could predict quality of crowdsourced annotations with an accuracy of 75 %. We also employ the kernel to understand which features from the RDF graph are relevant to make predictions about different categories of quality.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-319-18491-3_10.pdf?pdf=inline%20link
10.1186/1471-2105-15-S12-S1,Article,2014-11-06,G-Bean: an ontology-graph based web tool for biomedical literature retrieval,"Background Currently, most people use NCBI's PubMed to search the MEDLINE database, an important bibliographical information source for life science and biomedical information. However, PubMed has some drawbacks that make it difficult to find relevant publications pertaining to users' individual intentions, especially for non-expert users. To ameliorate the disadvantages of PubMed, we developed G-Bean, a g raph based b iomedical s ea rch e n gine, to search biomedical articles in MEDLINE database more efficiently. Methods G-Bean addresses PubMed's limitations with three innovations: (1) Parallel document index creation : a multithreaded index creation strategy is employed to generate the document index for G-Bean in parallel; (2) Ontology-graph based query expansion : an ontology graph is constructed by merging four major UMLS (Version 2013AA) vocabularies, MeSH, SNOMEDCT, CSP and AOD, to cover all concepts in National Library of Medicine (NLM) database; a Personalized PageRank algorithm is used to compute concept relevance in this ontology graph and the Term Frequency - Inverse Document Frequency ( TF-IDF ) weighting scheme is used to re-rank the concepts. The top 500 ranked concepts are selected for expanding the initial query to retrieve more accurate and relevant information; (3) Retrieval and re-ranking of documents based on user's search intention : after the user selects any article from the existing search results, G-Bean analyzes user's selections to determine his/her true search intention and then uses more relevant and more specific terms to retrieve additional related articles. The new articles are presented to the user in the order of their relevance to the already selected articles. Results Performance evaluation with 106 OHSUMED benchmark queries shows that G-Bean returns more relevant results than PubMed does when using these queries to search the MEDLINE database. PubMed could not even return any search result for some OHSUMED queries because it failed to form the appropriate Boolean query statement automatically from the natural language query strings. G-Bean is available at http://bioinformatics.clemson.edu/G-Bean/index.php . Conclusions G-Bean addresses PubMed's limitations with ontology-graph based query expansion, automatic document indexing, and user search intention discovery. It shows significant advantages in finding relevant articles from the MEDLINE database to meet the information need of the user.",Dentro do Escopo,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/1471-2105-15-S12-S1.pdf
10.1186/1471-2105-14-182,Article,2013-06-07,Clustering cliques for graph-based summarization of the biomedical research literature,"Background Graph-based notions are increasingly used in biomedical data mining and knowledge discovery tasks. In this paper, we present a clique-clustering method to automatically summarize graphs of semantic predications produced from PubMed citations (titles and abstracts). Results SemRep is used to extract semantic predications from the citations returned by a PubMed search. Cliques were identified from frequently occurring predications with highly connected arguments filtered by degree centrality. Themes contained in the summary were identified with a hierarchical clustering algorithm based on common arguments shared among cliques. The validity of the clusters in the summaries produced was compared to the Silhouette-generated baseline for cohesion, separation and overall validity. The theme labels were also compared to a reference standard produced with major MeSH headings. Conclusions For 11 topics in the testing data set, the overall validity of clusters from the system summary was 10% better than the baseline (43% versus 33%). While compared to the reference standard from MeSH headings, the results for recall, precision and F-score were 0.64, 0.65, and 0.65 respectively.",Dentro do Escopo,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/1471-2105-14-182.pdf
10.1007/978-3-642-40543-3_14,Chapter ConferencePaper,,Conditions for Effective Collaboration in SME Networks Based on Graph Model,"Collaboration represents an increasing tendency among Small and Medium Enterprises (SMEs), since the possibility of being a cooperative partner of a network allows the achievement of development strategies, either to improve production processes or to increase competitiveness. The objective of the paper is to propose and apply a new methodology to model manufacturing SME networks in terms of graph matrices, in order to identify some conditions that can foster an effective collaboration among partners of a SME network. A classification of SME networks in four typologies named “Marshallian Network”, “Supply chain network”, “Hub and Spoke network” and “Scientific Park” will be introduced. For each typology a graph-based model will be used to find out limits and critical points that can hinder the SME collaboration, or focal points for the interaction reinforcing.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-642-40543-3_14.pdf
10.1007/978-3-642-21034-1_4,Chapter ConferencePaper,,Relational Kernel Machines for Learning from Graph-Structured RDF Data,"Despite the increased awareness that exploiting the large amount of semantic data requires statistics-based inference capabilities, only little work can be found on this direction in the Semantic Web research. On semantic data, supervised approaches, particularly kernel-based Support Vector Machines (SVM), are promising. However, obtaining the right features to be used in kernels is an open problem because the amount of features that can be extracted from the complex structure of semantic data might be very large. Further, combining several kernels can help to deal with efficiency and data sparsity but creates the additional challenge of identifying and joining different subsets of features or kernels, respectively. In this work, we solve these two problems by employing the strategy of dynamic feature construction to compute a hypothesis, representing the relevant features for a set of examples. Then, a composite kernel is obtained from a set of clause kernels derived from components of the hypothesis. The learning of the hypothesis and kernel(s) is performed in an interleaving fashion. Based on experiments on real-world datasets, we show that the resulting relational kernel machine improves the SVM baseline.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-642-21034-1_4.pdf
10.1007/978-3-642-13486-9_3,Chapter ConferencePaper,,Replication and Versioning of Partial RDF Graphs,"The sizes of datasets available as RDF (e.g., as part of the Linked Data cloud) are increasing continuously. For instance, the recent DBpedia version consists of nearly 500 millions triples. A common strategy to avoid problems that arise e.g., from limited network connectivity or lack of bandwidth is to replicate data locally, therefore making them accessible for applications without depending on a network connection. For mobile devices with limited capabilities, however, the replication and synchronization of billions of triples is not feasible. To overcome this problem, we propose an approach to replicate parts of an RDF graph to a client. Applications may then apply changes to this partial replica while being offline; these changes are written back to the original data source upon reconnection. Our approach does not require any kind of additional logic (e.g., change logging) or data structures on the client side, and hence is suitable to be applied on devices with limited computing power and storage capacity.",Fora do Escopo,Fora do Escopo
10.1186/1471-2105-9-S11-S2,Article,2008-11-19,All-paths graph kernel for protein-protein interaction extraction with evaluation of cross-corpus learning,"Background Automated extraction of protein-protein interactions (PPI) is an important and widely studied task in biomedical text mining. We propose a graph kernel based approach for this task. In contrast to earlier approaches to PPI extraction, the introduced all-paths graph kernel has the capability to make use of full, general dependency graphs representing the sentence structure. Results We evaluate the proposed method on five publicly available PPI corpora, providing the most comprehensive evaluation done for a machine learning based PPI-extraction system. We additionally perform a detailed evaluation of the effects of training and testing on different resources, providing insight into the challenges involved in applying a system beyond the data it was trained on. Our method is shown to achieve state-of-the-art performance with respect to comparable evaluations, with 56.4 F-score and 84.8 AUC on the AImed corpus. Conclusion We show that the graph kernel approach performs on state-of-the-art level in PPI extraction, and note the possible extension to the task of extracting complex interactions. Cross-corpus results provide further insight into how the learning generalizes beyond individual corpora. Further, we identify several pitfalls that can make evaluations of PPI-extraction systems incomparable, or even invalid. These include incorrect cross-validation strategies and problems related to comparing F-score results achieved on different evaluation resources. Recommendations for avoiding these pitfalls are provided.",Dentro do Escopo,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/1471-2105-9-S11-S2.pdf
10.1186/1471-2105-7-21,Article,2006-01-17,GenoLink: a graph-based querying and browsing system for investigating the function of genes and proteins,"Background A large variety of biological data can be represented by graphs. These graphs can be constructed from heterogeneous data coming from genomic and post-genomic technologies, but there is still need for tools aiming at exploring and analysing such graphs. This paper describes GenoLink, a software platform for the graphical querying and exploration of graphs. Results GenoLink provides a generic framework for representing and querying data graphs. This framework provides a graph data structure, a graph query engine, allowing to retrieve sub-graphs from the entire data graph, and several graphical interfaces to express such queries and to further explore their results. A query consists in a graph pattern with constraints attached to the vertices and edges. A query result is the set of all sub-graphs of the entire data graph that are isomorphic to the pattern and satisfy the constraints. The graph data structure does not rely upon any particular data model but can dynamically accommodate for any user-supplied data model. However, for genomic and post-genomic applications, we provide a default data model and several parsers for the most popular data sources. GenoLink does not require any programming skill since all operations on graphs and the analysis of the results can be carried out graphically through several dedicated graphical interfaces. Conclusion GenoLink is a generic and interactive tool allowing biologists to graphically explore various sources of information. GenoLink is distributed either as a standalone application or as a component of the Genostar/Iogma platform. Both distributions are free for academic research and teaching purposes and can be requested at academy@genostar.com. A commercial licence form can be obtained for profit company at info@genostar.com. See also http://www.genostar.org .",Dentro do Escopo,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/1471-2105-7-21.pdf
10.1109/ASIANCON55314.2022.9908942,Conferences,26-28 Aug. 2022,Ontology Construction and Knowledge Graph for Cross Domain Unstructured Text,"Ontology construction takes a lot of effort and time. Semantic web extract accurate knowledge from large databases. In this paper, an ontology construction process is proposed for cross domain data. The amazon and flip kart reviews are taken to construct ontology for unstructured text data . The data is pre-processed to clean and remove noise. The combined approach of cosine similarity and TF-IDF has been used to find similarity. Further, K means clustering is applied to identify topics. The hierarchical clustering is implemented to represent ontology. The accuracy, precision and recall are calculated by applying different classifier algorithms like Decision Tree Classifier, Gaussian NB, Random Forest Classifier, Support vector classifier and, K Neighbors Classifier. Support vector classifiers show excellent results comparative to other classifier algorithms. Support vector classifier performance shows accuracy - 0.70%, precision- 0.83% , recall- 0.70% and F1-score - 0.73%.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/ASIANCON55314.2022.9908942
10.23919/FRUCT54823.2022.9770908,Conferences,27-29 April 2022,Generating Visualizations of Ontologies in the Logic Graphs Language,"We analyze the existing ontology visualization tools. Our analysis shows that there is no tool that represents the semantics of logical operations in ontologies, as Ch. S. Pierce’s existential graphs do for first order logic. Previously, we developed Logic Graphs – a semantic-oriented visual language for ontologies, complete with respect to OWL DL. The goal of this research is to develop a tool for generating ontology visualizations in Logic Graphs. This tool parses an ontology to extract classes and their properties, converts ontology classes to their descriptions in DOT format, and builds graphical representations of ontology classes from DOT descriptions. Ontology visualization in Logic Graphs facilitates the users perception of ontologies, and provides the possibility of diagrammatic reasoning.",Dentro do Escopo,Falha na requisição para o DOI: 10.23919/FRUCT54823.2022.9770908
10.23919/FRUCT53335.2021.9599995,Conferences,27-29 Oct. 2021,Architecture of Cloud Telecommunication Network Monitoring Platform Based on Knowledge Graphs,"The article is aimed to describe the architecture of a new cloud platform for telecommunications networks (TN) monitoring based on knowledge graphs (KG). The platform allows telecom operators receive modern analytics based on monitoring data for all segments of their networks, regardless of the devices generation and monitoring systems used, while requiring low expenses. The proposed architecture makes it possible to connect telecom operators TN s to the monitoring platform with low cost due to the flexible mechanism for platform ontology managing. In the case study section an example of combining operators network segments which use various monitoring systems with different domain ontologies is discussed. Also building a single report based on monitoring data in different segments is demonstrated. The directions for further functional development of the proposed platform are identified.",Fora do Escopo,Fora do Escopo
10.1109/IAECST57965.2022.10061957,Conferences,9-11 Dec. 2022,Research and application of power transformer technical standard retrieval algorithm based on knowledge graph,"In view of the difficulty in using unstructured text data and the shallow application of equipment knowledge in the process of transformer equipment operation inspection by power supply companies, this paper proposes a knowledge map technology framework to support transformer intelligent management by using knowledge map, natural language processing and other artificial intelligence technologies. At the same time, this paper proposes a method to screen new knowledge through text error checking and a method to screen degraded knowledge through text path searching. After the knowledge map is updated, the integrity of knowledge is verified through text error checking. Finally, this method is verified in the scenarios of flexible question answering of power transformer equipment information and automatic extraction of transformer fault reports. The experimental results show that this scheme improves the accuracy of the knowledge map, can properly integrate new knowledge into the knowledge map, and effectively improves the application effect of the defect text knowledge map.",Fora do Escopo,Fora do Escopo
10.1109/TCBB.2017.2715842,Journals,1 July-Aug. 2018,NewGOA: Predicting New GO Annotations of Proteins by Bi-Random Walks on a Hybrid Graph,"A remaining key challenge of modern biology is annotating the functional roles of proteins. Various computational models have been proposed for this challenge. Most of them assume the annotations of annotated proteins are complete. But in fact, many of them are incomplete. We proposed a method called NewGOA to predict new Gene Ontology (GO) annotations for incompletely annotated proteins and for completely un-annotated ones. NewGOA employs a hybrid graph, composed of two types of nodes (proteins and GO terms), to encode interactions between proteins, hierarchical relationships between terms and available annotations of proteins. To account for structural difference between GO terms subgraph and proteins subgraph, NewGOA applies a bi-random walks algorithm, which executes asynchronous random walks on the hybrid graph, to predict new GO annotations of proteins. Experimental study on archived GO annotations of two model species (H. Sapiens and S. cerevisiae) shows that NewGOA can more accurately and efficiently predict new annotations of proteins than other related methods. Experimental results also indicate the bi-random walks can explore and further exploit the structural difference between GO terms subgraph and proteins subgraph. The supplementary files and codes of NewGOA are available at: http://mlda.swu.edu.cn/codes.php?name=NewGOA.",Fora do Escopo,Fora do Escopo
10.1109/ACCESS.2023.3292153,Journals,2023,Data-Driven Methodology for Knowledge Graph Generation Within the Tourism Domain,"The tourism and hospitality sectors have become increasingly important in the last few years and the companies operating in this field are constantly challenged with providing new innovative services. At the same time, (big-) data has become the “new oil” of this century and Knowledge Graphs are emerging as the most natural way to collect, refine, and structure this heterogeneous information. In this paper, we present a methodology for semi-automatic generating a Tourism Knowledge Graph (TKG), which can be used for supporting a variety of intelligent services in this space, and a new ontology for modelling this domain, the Tourism Analytics Ontology (TAO). Our approach processes and integrates data from Booking.com, Airbnb, DBpedia, and GeoNames. Due to its modular structure, it can be easily extended to include new data sources or to apply new enrichment and refinement functions. We report a comprehensive evaluation of the functional, logical, and structural dimensions of TKG and TAO.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/ACCESS.2023.3292153
10.1109/CEEPE51765.2021.9475682,Conferences,23-25 April 2021,Construction of Substation Engineering Design Knowledge Graph Based on “Ontology Seven-step Method”,"A great deal of substation engineering projects data and knowledge has been accumulated in the field of electric power survey and design. However, the lack of knowledge mining methods hinders its value creation. The knowledge management in the field hence needs a new mode. Knowledge graph has been widely adopted in some vertical industries recently. Since its schema-less nature, the knowledge graph could be constructed flexibly. It describes the complex relations between entities and concepts in the objective world. This study proposes the construction of substation engineering design domain knowledge graph. Ontology construction in this study is based on “ontology seven-step method” and in a top-down approach. Thematic clustering is considered to guide to construct ontology hierarchy manually. Concepts of substation engineering design are stored in the ontology layer, and entities from engineering projects information are in the instance layer. In this way, the structured knowledge can accelerate knowledge retrieving and assist in decision-making. Moreover, the tacit knowledge inferring can also promote knowledge innovation.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/CEEPE51765.2021.9475682
10.1109/BigData52589.2021.9671503,Conferences,15-18 Dec. 2021,Knowledge Graph-Empowered Materials Discovery,"In this position paper, we describe research on knowledge graph-empowered materials science prediction and discovery. The research consists of several key components including ontology mapping, materials data annotation, and information extraction from unstructured scholarly articles. We argue that although big data generated by simulations and experiments have motivated and accelerated the data-driven science, the distribution and heterogeneity of materials science-related big data hinders major advancements in the field. Knowledge graphs, as semantic hubs, integrate disparate data and provide a feasible solution to addressing this challenge. We design a knowledge-graph based approach for data discovery, extraction, and integration in materials science.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/BigData52589.2021.9671503
10.1109/INNOVATIONS.2011.5893832,Conferences,25-27 April 2011,Qualifying semantic graphs using model checking,"Semantic interoperability problems have found their solutions using languages and techniques from the Semantic Web. The proliferation of ontologies and meta-information has improved the understanding of information and the relevance of search engine responses. However, the construction of semantic graphs is a source of numerous errors of interpretation or modeling and scalability remains a major problem. The processing of large semantic graphs is a limit to the use of semantics in current information systems. The work presented in this paper is part of a new research at the border of two areas: the semantic web and the model checking. This line of research concerns the adaptation of model checking techniques to semantic graphs. In this paper, we present a first method of converting RDF graphs into NμSMV and PROMELA languages.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/INNOVATIONS.2011.5893832
10.1109/ACCESS.2022.3188967,Journals,2022,"Using Knowledge Graphs to Unlock Practical Collection, Integration, and Audit of AI Accountability Information","To enhance trustworthiness of AI systems, a number of solutions have been proposed to document how such systems are built and used. A key facet of realizing trust in AI is how to make such systems accountable - a challenging task, not least due to the lack of an agreed definition of accountability and differing perspectives on what information should be recorded and how it should be used (e.g., to inform audit). Information originates across the life cycle stages of an AI system and from a variety of sources (individuals, organizations, systems), raising numerous challenges around collection, management, and audit. In our previous work, we argued that semantic Knowledge Graphs (KGs) are ideally suited to address those challenges and we presented an approach utilizing KGs to aid in the tasks of modelling, recording, viewing, and auditing accountability information related to the design stage of AI system development. Moreover, as KGs store data in a structured format understandable by both humans and machines, we argued that this approach provides new opportunities for building intelligent applications that facilitate and automate such tasks. In this paper, we expand our earlier work by reporting additional detailed requirements for knowledge representation and capture in the context of AI accountability; these extend the scope of our work beyond the design stage, to also include system implementation. Furthermore, we present the RAInS ontology which has been extended to satisfy these requirements. We evaluate our approach against three popular baseline frameworks, namely, Datasheets, Model Cards, and FactSheets, by comparing the range of information that can be captured by our KGs against these three frameworks. We demonstrate that our approach subsumes and extends the capabilities of the baseline frameworks and discuss how KGs can be used to integrate and enhance accountability information collection processes.",Fora do Escopo,Fora do Escopo
10.23919/FRUCT.2018.8588069,Conferences,13-16 Nov. 2018,RDF Graph Visualization Tools: a Survey,"Semantic Web technologies are increasingly being used for the development of Future Internet applications, mainly due to the impressive growth of the Internet of Things research area. This spread pushes for effective and efficient ways to visualize the content of RDF ontologies and knowledge bases. Several strategies can be adopted to visualize semantic data and one of this consists in exploiting the graph representation intrinsic in the RDF model. In this paper, we propose a survey of the main tools for the graphical visualization of triples (being them terminological or assertional statements) exploiting a graph representation.",Fora do Escopo,Fora do Escopo
10.1109/INISTA59065.2023.10310336,Conferences,20-23 Sept. 2023,Twice-Trained Agglomerative clustering approach using topic modeling over Generic Semantic Core Knowledge Graph,"Topic Modeling (TM) can act as a bridge linking unstructured text data to a structured knowledge representation in a Knowledge Graph (KG). The Latent Dirichlet Allocation (LDA) is a commonly used distributional term clustering technique in this regard. However, existing distributional term clustering approaches have not utilized LDA as a bottom-up training strategy with prior knowledge to cluster semantically related terms as concepts across different domains for building and enhancing a GSCKG. We propose to employ a Twice-Trained Agglomerative hierarchical framework using LDA over Generic Semantic Core KG (T2AggLDA-GSCKG), outlined in five steps. We aim to align term topics with the predefined Core Concepts (CCs) of SCKGs, thereby designating modules of a GSCKG that facilitate both its building and enrichment. Our goal is to adapt the LDA term clustering process by utilizing a topic seed-based LDA model to consider these CCs. During the 1st LDA training, we endeavor to identify hypernym and related relations among noun phrase patterns to construct SCKG, and during the 2nd training, we aim to enhance it. To achieve this, we will boost the 2nd training LDA input data by benefiting from CCs’ two prior knowledge techniques for topic-seed terms incorporation namely seed key knowledge injection and entity masking. The evaluation results show that our proposal has an overwhelming term clustering performance over CCs. It outperforms other unsupervised and semi-supervised distributional baselines on two datasets related to fish hunting and ontology domains, with nearly 13 times higher precision compared to that of normal LDA training.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/INISTA59065.2023.10310336
10.1109/SNAMS52053.2020.9336542,Conferences,14-16 Dec. 2020,Fane-KG: A Semantic Knowledge Graph for Context-Based Fake News Detection on Social Media,"Fake news detection on social media has been very challenging, with diverse techniques already implemented based on content of social media data. However, there is a growing need for use of social data context as well for detection techniques. Leveraging semantic technologies capabilities, this research focused on contextual modelling for social media data, with Twitter data utilised as case study. The raw data is aggregated, processed and transformed into a semantic knowledge graph based on RDF data which is subsequently stored within a graph database. With the tweets initially classified as either fake or real using Fakenewsnet application, the knowledge graph facilitates advanced data analytics and potential extension to the social context modelling developed. Furthermore, the modelled data, alongside ensuing inferential data based on class relationships within the knowledge graph constitute a vital input for data analytics with machine learning towards subsequent classification of other news articles as either fake or not.",Fora do Escopo,Fora do Escopo
10.1109/BigDIA56350.2022.9874117,Conferences,24-25 Aug. 2022,Study on Military Equipment Knowledge Construction based on Knowledge Graph,"With the continuous innovation and application of science and technology in the military, the huge amount of knowledge and information of military equipment is overloaded. This paper starts from the military equipment knowledge, considers the attributes of various indicators of military equipment itself and the specific knowledge of the application of military equipment in combat, and constructs military equipment knowledge based on the knowledge graph and the operational graph. In addition, the graph construction techniques such as knowledge system construction, knowledge extraction, knowledge fusion and knowledge differences resolving are described. Finally, taking the military equipment knowledge involved in patrol and anti-submarine as example, the demonstration of military equipment knowledge based on graph is given.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/BigDIA56350.2022.9874117
10.1109/VAST.2008.4677391,Conferences,19-24 Oct. 2008,Cell phone mini challenge award: Intuitive social network graphs visual analytics of cell phone data using mobivis and ontovis,"MobiVis is a visual analytics tools to aid in the process of processing and understanding complex relational data, such as social networks. At the core of these tools is the ability to filter complex networks structurally and semantically, which helps us discover clusters and patterns in the organization of social networks. Semantic filtering is obtained via an ontology graph, based on another visual analytics tool, called OntoVis. In this summary, we describe how these tools where used to analyze one of the mini-challenges of the 2008 VAST challenge.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/VAST.2008.4677391
10.1109/ACCESS.2021.3092019,Journals,2021,A Heuristic Grafting Strategy for Manufacturing Knowledge Graph Extending and Completion Based on Nature Language Processing: KnowTree,"Applied to search, question answering, and semantic web of close-or-open domain, knowledge graph (KG) is known for its incompleteness subject to the rapid knowledge growing pace. Inspired by the agricultural grafting technology to fruit variety, this paper proposes a heuristic knowledge grafting strategy (HGS) for manufacturing knowledge graph (MKG) named KnowTree extending and completion with natural language processing (NLP) mining engineering cases document. Based on similarity analysis, firstly the grafting related definitions and mechanisms (completeness, relatedness, connectivity and reutilization) are defined. Then, focused on the four mechanisms, HGS takes a pair same engineering documents as input. KnowWords is built as a collection of KnowScion, and each scion is mined from engineering documents based on the SAO structure network, whose importance is evaluated by SAORank counting the in-out degree of centrality. On another hand, the KnowRoot system is designed based on the extended P & S ontology model to characterize the structure of abstract document into four sub-space of knowledge: know-what (problem), know-why (context), know-how (solution) and know-with (result), where a pre-trained language representation model K-BERT is used to classify the KnowScion candidates into the designed KnowRoot system with a fine-tuning classification task. In the knowledge grafting process, the connection unit is constructed based on the extracted domain knowledge triples of the K-BERT model, where the head element of a triple is from the KnowScion candidate set KnowWords satisfying the threshold value, the tail element is from the domain MKG to be extended, and a connection factor is used to evaluate the relationship of union combination. To the goal of knowledge reuse, the path based reasoning rules are designed for KnowTree reutilization. Finally, take the latest engineering case abstract (ECA) in whitegoods domain as resources, a case study is conducted to validate the proposed HGS strategy.",Dentro do Escopo,Falha na requisição para o DOI: 10.1109/ACCESS.2021.3092019
10.1109/COMSNETS.2011.5716470,Conferences,4-8 Jan. 2011,Signed graph based approach for on-line optimization in cognitive networks,One of the major architectural components shared between cognitive radios and networks is a cognitive engine supporting a cognitive process. Many of the decision making will need an optimization core for determining the optimum assignment for the control variables. This needs to be on-line to take care of the dynamics of the network and user contexts with strict time budgets. Moreover the overall network system is highly non-linear and often the state relations are analytically not tractable. An efficient search algorithm using a system model incorporating aspects of system ontology is be of value. Here a signed graph based methodology is proposed to incorporate the knowledge of influence relationship between state variables to guide a heuristic optimization process. The proposed methodology is illustrated using a typical wireless link optimization problem.,Fora do Escopo,Fora do Escopo
